0.15623668,0.56245935,-0.40582275,0.13938445,0.5485629,-0.43181083,0.14466947,0.5696291,-0.42800215
0.13994177,0.39532682,-0.41290238,0.15824091,0.39843938,-0.40117973,0.15138738,0.37813804,-0.41101584
-0.018816307,0.47594377,-0.15654387,-0.035466336,0.46621284,-0.17092618,-0.058659237,0.45914742,-0.17398298
-0.058659237,0.45914742,-0.17398298,-0.045834973,0.4570488,-0.19835834,-0.06953401,0.44505778,-0.19478422
-0.054328606,0.06714749,-0.36784816,-0.06578928,0.077185005,-0.35121322,-0.043919727,0.079607084,-0.3597168
0.37854028,0.7427232,-0.21730748,0.348922,0.7249923,-0.22827393,0.37693816,0.7364433,-0.18992782
-0.0691044,0.50586414,-0.0446895,-0.057307515,0.50152683,-0.07393578,-0.08960161,0.5015979,-0.06398124
0.012084521,0.61908317,-0.3072038,-0.0055745393,0.6135303,-0.31950444,0.021399587,0.614885,-0.2938292
0.14755598,0.23385921,-0.3943717,0.11654145,0.2419605,-0.41622117,0.14603692,0.25465372,-0.40893644
0.33272392,0.5996139,-0.2169227,0.3545972,0.60609233,-0.21049222,0.35177416,0.6118388,-0.19673768
0.13538042,0.28882745,-0.42886335,0.121144034,0.3079994,-0.4404717,0.14823061,0.29769498,-0.42570108
-0.21040162,0.20100403,0.22139275,-0.22303006,0.1974136,0.20894018,-0.22906831,0.1837062,0.21177101
0.1120065,0.73872244,-0.13219634,0.12240041,0.71929276,-0.15968192,0.10135022,0.7297782,-0.1478968
-0.057307515,0.50152683,-0.07393578,-0.07832108,0.49761346,-0.08952831,-0.08960161,0.5015979,-0.06398124
0.15030056,0.21512598,-0.37913057,0.14755598,0.23385921,-0.3943717,0.1667466,0.23620138,-0.38477507
0.27449608,0.69534945,-0.255934,0.28375682,0.69829535,-0.2647122,0.23253499,0.67399657,-0.2718125
0.23279166,0.6570047,-0.24057187,0.20183285,0.642601,-0.2621473,0.20369326,0.6330308,-0.25198346
0.36425266,0.7148104,-0.1774538,0.33739942,0.7085557,-0.20308068,0.32528275,0.68962204,-0.19449836
0.16889991,0.029679358,-0.1988334,0.17617023,0.020681486,-0.17944449,0.16938715,0.01864554,-0.20313402
0.29368308,0.69873905,-0.23302919,0.30533978,0.70683444,-0.24360728,0.27449608,0.69534945,-0.255934
0.28403112,0.68821716,-0.22569847,0.329279,0.71239185,-0.22163254,0.29368308,0.69873905,-0.23302919
0.19650152,0.6530888,-0.2895042,0.2022644,0.65682626,-0.2949546,0.17812896,0.6354723,-0.2861822
0.23253499,0.67399657,-0.2718125,0.28375682,0.69829535,-0.2647122,0.244178,0.678396,-0.28395313
0.17737526,0.3158331,-0.07568756,0.1787565,0.32979295,-0.095242,0.16840851,0.34661195,-0.07288085
0.30533978,0.70683444,-0.24360728,0.28375682,0.69829535,-0.2647122,0.27449608,0.69534945,-0.255934
-0.062192414,0.48924384,-0.11633398,-0.06038412,0.4752272,-0.14274073,-0.09584447,0.46914706,-0.13881716
0.11929189,0.5046153,-0.46028817,0.10595225,0.52559376,-0.45332664,0.13766028,0.50977004,-0.4468486
0.02619677,0.49106047,-0.03058565,0.0035495944,0.49412188,-0.07369029,-0.018261723,0.5036448,-0.026532087
0.16248393,0.02172865,-0.31544235,0.16185445,0.037251487,-0.31253308,0.17740282,0.025588587,-0.29585278
0.06775819,0.43549785,-0.47898954,0.06162797,0.45365474,-0.48777443,0.07645759,0.456575,-0.47901466
0.08979609,0.25364974,-0.42667025,0.105393514,0.2632286,-0.4283556,0.11654145,0.2419605,-0.41622117
-0.025088366,0.49951425,-0.07262206,-0.034458444,0.50383365,-0.04859595,-0.018261725,0.5036448,-0.026532087
0.0035495944,0.49412188,-0.07369029,-0.025088366,0.49951425,-0.07262206,-0.018261725,0.5036448,-0.026532087
